time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
803,0,1,2437.57,2.81,236,51.445783,5.483749,19.00,171,3
804,0,1,2440.90,3.05,236,51.445812,5.483753,19.00,171,2
805,0,1,2444.51,3.16,237,51.445842,5.483757,18.00,171,3
806,0,1,2448.08,3.14,237,51.445872,5.483761,18.00,171,3
807,0,1,2451.58,3.25,237,51.445902,5.483764,18.00,171,2
808,0,1,2455.15,3.15,238,51.445932,5.483767,18.00,171,3
809,0,1,2458.62,3.11,238,51.445962,5.483769,18.00,171,2
810,0,1,2462.01,3.24,238,51.445991,5.483772,18.00,171,3
811,0,1,2465.49,3.19,239,51.446020,5.483774,18.00,171,3
812,0,1,2468.89,2.99,239,51.446048,5.483776,18.00,171,2
813,0,1,2472.10,2.84,239,51.446075,5.483776,18.00,171,3
814,0,1,2475.05,2.67,240,51.446100,5.483772,18.00,171,3
815,0,1,2477.69,2.54,240,51.446124,5.483764,18.00,171,2
816,0,1,2480.23,2.57,240,51.446146,5.483750,18.00,170,3
817,0,1,2483.14,2.54,241,51.446165,5.483728,18.00,170,2
818,0,1,2486.16,2.68,241,51.446182,5.483699,18.00,170,3
819,0,1,2486.16,2.91,241,51.446198,5.483661,18.00,171,3
820,0,1,2490.46,2.98,241,51.446213,5.483620,17.00,171,2
821,0,1,2494.54,3.16,242,51.446231,5.483580,17.00,171,3
822,0,1,2497.85,3.33,242,51.446252,5.483547,17.00,171,3
823,0,1,2501.32,3.27,242,51.446276,5.483519,17.00,171,2
824,0,1,2504.76,3.06,243,51.446302,5.483495,17.00,171,3
825,0,1,2507.87,2.86,243,51.446327,5.483474,17.00,171,3
826,0,1,2510.79,2.77,243,51.446351,5.483456,17.00,171,2
827,0,1,2513.62,2.64,244,51.446376,5.483441,17.00,171,3
828,0,1,2516.35,2.93,244,51.446402,5.483431,17.00,172,3
829,0,1,2519.33,3.05,244,51.446429,5.483425,17.00,172,2
830,0,1,2522.50,3.08,245,51.446457,5.483424,17.00,172,3
831,0,1,2525.71,3.10,245,51.446485,5.483427,17.00,172,3
832,0,1,2528.92,2.79,245,51.446513,5.483434,16.00,171,2
833,0,1,2531.91,2.77,246,51.446540,5.483445,16.00,171,3
834,0,1,2534.83,2.81,246,51.446566,5.483458,16.00,170,3
835,0,1,2537.83,2.99,246,51.446591,5.483474,16.00,170,2
836,0,1,2541.24,3.00,247,51.446616,5.483492,16.00,169,3
837,0,1,2544.60,2.98,247,51.446640,5.483511,16.00,169,2
838,0,1,2544.60,2.95,247,51.446664,5.483530,16.00,169,3
839,0,1,2549.68,2.79,247,51.446687,5.483550,16.00,168,1
840,0,1,2553.78,2.89,248,51.446709,5.483569,16.00,168,2
841,0,1,2556.85,2.68,248,51.446731,5.483587,16.00,168,3
842,0,1,2559.68,2.31,248,51.446754,5.483604,16.00,168,3
843,0,1,2562.23,2.33,249,51.446777,5.483618,16.00,168,2
844,0,1,2564.78,2.46,249,51.446800,5.483629,16.00,168,3
845,0,1,2567.45,2.44,249,51.446824,5.483636,16.00,168,2
846,0,1,2570.10,2.54,250,51.446849,5.483641,16.00,167,3
847,0,1,2572.91,2.69,250,51.446874,5.483643,16.00,168,1
848,0,1,2575.92,2.61,250,51.446899,5.483642,16.00,167,2
849,0,1,2579.00,2.71,251,51.446924,5.483640,16.00,167,3
850,0,1,2582.06,2.65,251,51.446949,5.483635,16.00,167,3
851,0,1,2585.06,2.64,251,51.446973,5.483629,16.00,168,2
852,0,1,2587.96,2.45,252,51.446997,5.483623,16.00,168,3
853,0,1,2590.64,2.28,252,51.447021,5.483616,16.00,168,3
854,0,1,2590.99,1.87,252,51.447045,5.483610,16.00,168,2
855,0,1,2594.84,2.36,252,51.447068,5.483604,16.00,168,3
856,0,1,2597.88,2.60,253,51.447092,5.483600,16.00,169,3
857,0,1,2600.78,2.42,253,51.447116,5.483598,16.00,169,2
858,0,1,2603.43,2.52,253,51.447140,5.483597,16.00,169,3
859,0,1,2606.26,2.89,254,51.447165,5.483596,16.00,170,3
860,0,1,2609.46,2.79,254,51.447190,5.483595,16.00,170,2
861,0,1,2612.48,2.49,254,51.447215,5.483592,16.00,170,3
862,0,1,2615.13,2.18,255,51.447240,5.483587,16.00,170,2
863,0,1,2617.50,2.13,255,51.447266,5.483580,16.00,170,3
864,0,1,2619.88,2.28,255,51.447292,5.483570,16.00,170,3
865,0,1,2622.50,2.71,256,51.447318,5.483559,16.00,171,2
866,0,1,2625.51,2.87,256,51.447343,5.483548,16.00,171,3
867,0,1,2628.62,2.75,256,51.447369,5.483537,16.00,171,2
868,0,1,2631.71,3.03,257,51.447395,5.483528,16.00,171,3
869,0,1,2634.97,2.77,257,51.447421,5.483520,16.00,172,3
870,0,1,2637.89,2.34,257,51.447446,5.483516,16.00,172,2
871,0,1,2640.93,2.40,258,51.447472,5.483513,16.00,172,3
872,0,1,2644.14,2.69,258,51.447497,5.483512,16.00,172,3
873,0,1,2644.14,2.61,258,51.447522,5.483512,16.00,172,2
874,0,1,2647.94,2.36,258,51.447548,5.483512,16.00,173,3
875,0,1,2651.63,2.59,259,51.447574,5.483511,16.00,173,3
876,0,1,2654.56,2.74,259,51.447601,5.483509,17.00,173,2
877,0,1,2657.61,2.52,259,51.447628,5.483505,17.00,173,3
878,0,1,2661.19,2.99,260,51.447656,5.483502,17.00,173,3
879,0,1,2664.97,3.19,260,51.447685,5.483499,17.00,173,2
880,0,1,2664.97,3.19,260,51.447714,5.483497,17.00,172,3
881,0,1,2664.97,3.02,261,51.447744,5.483496,17.00,172,3
882,0,1,2670.24,2.79,261,51.447775,5.483498,17.00,173,2
883,0,1,2676.58,2.69,261,51.447806,5.483502,17.00,173,3
884,0,1,2680.17,3.04,262,51.447839,5.483508,17.00,172,2
885,0,1,2683.46,2.87,262,51.447871,5.483515,17.00,172,3
886,0,1,2686.72,3.64,262,51.447904,5.483522,18.00,172,3
887,0,1,2690.94,3.66,263,51.447937,5.483528,18.00,172,2
888,0,1,2695.17,2.93,263,51.447969,5.483532,18.00,172,3
889,0,1,2698.62,2.70,263,51.448000,5.483534,18.00,172,3
890,0,1,2701.83,3.08,263,51.448031,5.483533,18.00,171,3
891,0,1,2705.34,2.96,264,51.448061,5.483532,18.00,171,2
892,0,1,2708.68,2.78,264,51.448091,5.483530,18.00,171,3
893,0,1,2711.84,2.91,264,51.448120,5.483531,18.00,171,2
894,0,1,2715.08,3.29,265,51.448150,5.483533,18.00,171,3
895,0,1,2718.55,3.29,265,51.448179,5.483539,18.00,170,2
896,0,1,2722.11,3.04,265,51.448209,5.483549,19.00,170,3
897,0,1,2725.51,3.14,266,51.448238,5.483564,19.00,170,3
898,0,1,2728.97,3.08,266,51.448267,5.483582,19.00,171,2
899,0,1,2732.33,2.77,266,51.448295,5.483603,19.00,171,3
900,0,1,2735.35,2.81,267,51.448322,5.483628,19.00,171,3
901,0,1,2738.49,3.07,267,51.448346,5.483655,19.00,171,2
902,0,1,2741.87,3.13,267,51.448368,5.483685,19.00,171,3
903,0,1,2745.30,3.24,268,51.448390,5.483716,19.00,171,2
904,0,1,2748.79,3.23,268,51.448414,5.483746,19.00,171,3
905,0,1,2752.31,3.23,268,51.448440,5.483776,19.00,171,3
906,0,1,2755.96,3.41,269,51.448467,5.483806,19.00,171,2
907,0,1,2759.71,3.24,269,51.448494,5.483835,19.00,171,3
908,0,1,2763.06,2.97,269,51.448520,5.483864,19.00,171,1
909,0,1,2766.37,2.93,269,51.448544,5.483893,19.00,171,2
910,0,1,2766.37,3.14,270,51.448566,5.483922,19.00,171,3
911,0,1,2766.37,3.15,270,51.448589,5.483951,19.00,171,2
912,0,1,2769.87,3.18,270,51.448611,5.483981,19.00,171,3
913,0,1,2773.08,3.06,271,51.448633,5.484010,19.00,171,3
914,0,1,2776.58,3.18,271,51.448657,5.484040,19.00,171,2
915,0,1,2780.24,3.33,271,51.448681,5.484070,19.00,171,3
916,0,1,2783.09,3.28,272,51.448705,5.484099,19.00,171,3
917,0,1,2786.70,3.23,272,51.448730,5.484129,19.00,171,2
918,0,1,2790.16,3.11,272,51.448755,5.484159,18.00,171,3
919,0,1,2793.42,3.35,273,51.448779,5.484188,18.00,171,2
920,0,1,2797.19,3.35,273,51.448803,5.484218,18.00,171,3
921,0,1,2800.51,2.94,273,51.448825,5.484247,18.00,171,2
922,0,1,2803.54,2.77,274,51.448847,5.484277,18.00,171,3
923,0,1,2806.71,2.79,274,51.448869,5.484306,18.00,171,3
924,0,1,2809.97,2.94,274,51.448890,5.484336,18.00,171,3
925,0,1,2813.05,3.01,274,51.448912,5.484365,18.00,171,2
926,0,1,2816.45,3.08,275,51.448933,5.484394,18.00,171,3
927,0,1,2820.04,3.24,275,51.448955,5.484423,18.00,171,2
928,0,1,2822.53,3.13,275,51.448977,5.484452,18.00,171,3
929,0,1,2826.04,3.07,276,51.448999,5.484481,18.00,171,3
930,0,1,2829.66,3.21,276,51.449021,5.484509,18.00,171,2
931,0,1,2832.30,2.75,276,51.449042,5.484537,18.00,172,3
932,0,1,2835.42,2.69,277,51.449062,5.484565,18.00,172,3
933,0,1,2837.94,2.13,277,51.449081,5.484593,18.00,172,2
934,0,1,2841.37,2.19,277,51.449098,5.484620,18.00,172,3
935,0,1,2844.17,2.25,278,51.449114,5.484648,17.00,172,3
936,0,1,2847.19,2.50,278,51.449130,5.484675,17.00,172,2
937,0,1,2849.04,2.63,278,51.449145,5.484703,17.00,172,3
938,0,1,2851.96,2.37,279,51.449159,5.484732,17.00,172,2
939,0,1,2855.15,2.70,279,51.449174,5.484761,17.00,172,3
940,0,1,2856.97,2.82,279,51.449190,5.484792,17.00,172,2
941,0,1,2859.89,2.46,280,51.449206,5.484823,17.00,172,3
942,0,1,2862.65,2.30,280,51.449222,5.484855,17.00,172,3
943,0,1,2865.32,2.52,280,51.449239,5.484888,17.00,172,2
944,0,1,2868.77,2.95,280,51.449257,5.484922,17.00,172,3
945,0,1,2872.15,2.94,281,51.449275,5.484956,17.00,172,3
946,0,1,2873.75,2.86,281,51.449293,5.484990,17.00,172,2
947,0,1,2877.15,2.84,281,51.449313,5.485025,17.00,172,3
948,0,1,2880.39,2.75,282,51.449332,5.485060,17.00,172,3
949,0,1,2883.29,2.59,282,51.449353,5.485094,17.00,172,2
950,0,1,2886.64,2.91,282,51.449374,5.485129,17.00,172,3
951,0,1,2890.23,3.15,283,51.449395,5.485163,17.00,172,2
952,0,1,2892.83,3.16,283,51.449417,5.485197,17.00,172,2
953,0,1,2896.43,3.16,283,51.449439,5.485231,17.00,172,1
954,0,1,2899.88,2.89,284,51.449461,5.485263,17.00,172,4
955,0,1,2902.98,2.83,284,51.449479,5.485294,17.00,172,2
956,0,1,2905.93,2.43,284,51.449494,5.485324,17.00,172,2
957,0,1,2908.75,2.30,285,51.449507,5.485352,17.00,172,4
958,0,1,2912.44,1.94,285,51.449520,5.485381,17.00,173,2
959,0,1,2914.86,1.91,285,51.449534,5.485413,17.00,173,3
960,0,1,2918.12,2.74,285,51.449551,5.485445,17.00,173,3
961,0,1,2920.43,2.95,286,51.449571,5.485478,17.00,173,2
962,0,1,2923.63,2.68,286,51.449592,5.485512,17.00,173,2
963,0,1,2926.78,2.63,286,51.449615,5.485545,17.00,173,3
964,0,1,2929.39,2.93,287,51.449640,5.485577,17.00,173,3
965,0,1,2933.03,3.11,287,51.449666,5.485608,17.00,173,2
966,0,1,2936.67,3.11,287,51.449694,5.485637,17.00,173,3
967,0,1,2939.31,3.03,288,51.449722,5.485665,17.00,173,3
968,0,1,2942.63,2.82,288,51.449750,5.485694,17.00,173,2
969,0,1,2946.36,3.23,288,51.449777,5.485723,17.00,173,3
970,0,1,2950.02,3.10,289,51.449803,5.485754,17.00,174,3
971,0,1,2953.37,2.85,289,51.449826,5.485786,17.00,173,2
972,0,1,2957.02,3.21,289,51.449847,5.485821,17.00,173,3
973,0,1,2960.81,3.22,290,51.449866,5.485857,17.00,173,3
974,0,1,2964.25,2.97,290,51.449882,5.485895,17.00,173,2
975,0,1,2967.66,2.97,290,51.449897,5.485935,17.00,173,3
976,0,1,2971.48,2.98,291,51.449911,5.485975,17.00,173,2
977,0,1,2974.62,2.76,291,51.449924,5.486016,17.00,173,3
978,0,1,2977.54,2.55,291,51.449936,5.486058,17.00,173,3
979,0,1,2981.40,2.55,291,51.449948,5.486100,17.00,173,2
980,0,1,2984.77,2.87,292,51.449959,5.486142,17.00,173,3
981,0,1,2987.96,2.70,292,51.449970,5.486184,17.00,173,3
982,0,1,2990.43,2.89,292,51.449981,5.486227,17.00,173,3
983,0,1,2993.72,2.94,293,51.449992,5.486269,16.00,173,2
984,0,1,2997.02,2.83,293,51.450003,5.486312,16.00,173,2
985,0,1,2999.89,3.11,293,51.450013,5.486355,16.00,173,3
986,0,1,3003.35,2.93,294,51.450024,5.486398,16.00,173,3
987,0,1,3006.92,3.07,294,51.450035,5.486441,16.00,173,2
988,0,1,3009.40,3.11,294,51.450046,5.486484,16.00,173,3
989,0,1,3012.96,3.18,295,51.450058,5.486527,16.00,173,3
990,0,1,3016.31,2.97,295,51.450069,5.486570,16.00,173,2
991,0,1,3019.14,3.12,295,51.450081,5.486613,16.00,172,3
992,0,1,3022.78,3.28,296,51.450094,5.486655,16.00,172,3
993,0,1,3026.33,3.20,296,51.450107,5.486697,16.00,172,2
994,0,1,3029.10,3.13,296,51.450120,5.486740,16.00,172,3
995,0,1,3032.37,3.01,296,51.450134,5.486781,16.00,172,3
996,0,1,3035.59,2.96,297,51.450147,5.486823,16.00,172,2
997,0,1,3039.18,2.97,297,51.450162,5.486863,16.00,172,3
998,0,1,3042.44,3.00,297,51.450176,5.486904,16.00,172,3
999,0,1,3045.80,3.10,298,51.450191,5.486944,16.00,172,2
1000,0,1,3048.78,3.08,298,51.450206,5.486983,16.00,171,3
1001,0,1,3052.06,2.99,298,51.450222,5.487021,16.00,171,3
1002,0,1,3055.12,2.77,299,51.450238,5.487059,16.00,171,2
1003,0,1,3058.29,2.81,299,51.450254,5.487096,15.00,171,2
1004,0,1,3061.71,3.04,299,51.450269,5.487133,15.00,171,3
1005,0,1,3065.25,3.13,300,51.450284,5.487170,15.00,171,3
1006,0,1,3067.45,2.89,300,51.450296,5.487209,15.00,171,3
1007,0,1,3070.68,2.91,300,51.450307,5.487250,15.00,171,3
1008,0,1,3073.91,2.91,301,51.450315,5.487292,15.00,171,2
1009,0,1,3076.83,2.74,301,51.450323,5.487335,15.00,171,3
1010,0,1,3080.25,2.98,301,51.450330,5.487377,15.00,170,2
1011,0,1,3083.69,3.03,302,51.450338,5.487419,15.00,171,3
1012,0,1,3086.02,2.76,302,51.450349,5.487459,15.00,170,3
1013,0,1,3089.18,2.78,302,51.450361,5.487498,15.00,170,2
1014,0,1,3092.52,2.96,302,51.450374,5.487536,15.00,170,3
1015,0,1,3095.22,2.99,303,51.450387,5.487575,15.00,170,2
1016,0,1,3098.52,3.01,303,51.450399,5.487614,16.00,171,3
1017,0,1,3101.81,3.00,303,51.450411,5.487654,16.00,171,3
1018,0,1,3104.46,2.87,304,51.450422,5.487694,16.00,171,2
1019,0,1,3107.72,3.00,304,51.450433,5.487735,16.00,171,6
1020,0,1,3110.91,2.90,304,51.450444,5.487776,16.00,171,6
1021,0,1,3113.65,2.74,305,51.450455,5.487818,16.00,171,2
1022,0,1,3116.89,2.80,305,51.450465,5.487860,16.00,171,3
1023,0,1,3120.46,3.13,305,51.450476,5.487903,16.00,171,3
1024,0,1,3122.88,3.23,306,51.450486,5.487946,16.00,171,2
1025,0,1,3126.51,3.25,306,51.450496,5.487989,16.00,171,3
1026,0,1,3130.08,3.19,306,51.450506,5.488032,16.00,171,3
1027,0,1,3132.41,2.90,307,51.450515,5.488075,16.00,171,2
1028,0,1,3135.62,2.83,307,51.450525,5.488119,16.00,171,3
1029,0,1,3139.03,3.00,307,51.450535,5.488163,16.00,171,2
1030,0,1,3141.97,3.02,307,51.450545,5.488206,16.00,171,3
1031,0,1,3145.55,3.14,308,51.450554,5.488250,17.00,171,3
1032,0,1,3149.09,3.10,308,51.450564,5.488294,17.00,171,3
1033,0,1,3151.40,2.98,308,51.450574,5.488338,17.00,171,2
1034,0,1,3154.84,3.03,309,51.450584,5.488381,17.00,171,2
1035,0,1,3158.36,3.11,309,51.450595,5.488425,17.00,172,3
1036,0,1,3161.13,3.02,309,51.450605,5.488469,17.00,172,3
1037,0,1,3164.63,3.09,310,51.450616,5.488512,17.00,172,2
1038,0,1,3168.41,3.39,310,51.450627,5.488556,17.00,172,4
1039,0,1,3170.92,3.30,310,51.450638,5.488599,17.00,172,2
1040,0,1,3174.20,2.99,311,51.450649,5.488642,17.00,172,2
1041,0,1,3177.57,3.08,311,51.450661,5.488684,18.00,172,3
1042,0,1,3180.89,3.11,311,51.450673,5.488727,18.00,172,3
1043,0,1,3184.27,3.09,312,51.450686,5.488769,18.00,172,2
1044,0,1,3187.72,3.16,312,51.450699,5.488811,18.00,172,3
1045,0,1,3190.36,3.22,312,51.450712,5.488852,18.00,172,3
1046,0,1,3193.99,3.22,313,51.450725,5.488893,18.00,172,2
1047,0,1,3197.81,3.40,313,51.450738,5.488934,18.00,172,3
1048,0,1,3199.97,3.10,313,51.450751,5.488974,18.00,172,3
1049,0,1,3203.12,2.77,313,51.450764,5.489014,18.00,172,2
1050,0,1,3206.27,2.75,314,51.450777,5.489054,19.00,172,3
1051,0,1,3209.79,2.92,314,51.450790,5.489093,19.00,172,3
1052,0,1,3213.12,2.92,314,51.450803,5.489133,19.00,171,2
1053,0,1,3216.54,3.01,315,51.450815,5.489173,19.00,171,3
1054,0,1,3218.78,3.12,315,51.450827,5.489213,19.00,171,3
1055,0,1,3222.26,3.04,315,51.450838,5.489253,19.00,171,2
1056,0,1,3225.70,3.00,316,51.450851,5.489293,19.00,171,3
1057,0,1,3228.10,2.97,316,51.450864,5.489332,19.00,171,2
1058,0,1,3231.42,2.91,316,51.450878,5.489371,19.00,171,3
1059,0,1,3234.76,3.02,317,51.450894,5.489408,20.00,171,3
1060,0,1,3237.50,3.10,317,51.450911,5.489445,20.00,171,4
1061,0,1,3241.01,3.22,317,51.450930,5.489482,20.00,171,4
1062,0,1,3244.52,3.16,318,51.450947,5.489519,20.00,171,2
1063,0,1,3246.87,3.13,318,51.450962,5.489558,20.00,171,3
1064,0,1,3250.23,3.04,318,51.450976,5.489598,20.00,171,2
1065,0,1,3253.68,3.13,318,51.450991,5.489639,20.00,171,3
1066,0,1,3256.52,3.19,319,51.451006,5.489680,20.00,171,3
1067,0,1,3260.15,3.33,319,51.451022,5.489721,20.00,171,2
1068,0,1,3263.56,3.10,319,51.451038,5.489761,20.00,171,3
1069,0,1,3266.30,3.22,320,51.451054,5.489802,20.00,171,2
1070,0,1,3269.80,3.12,320,51.451068,5.489843,20.00,172,3
1071,0,1,3273.18,3.06,320,51.451081,5.489883,20.00,172,3
1072,0,1,3276.07,2.93,321,51.451091,5.489923,20.00,172,2
1073,0,1,3279.25,2.83,321,51.451098,5.489962,20.00,172,3
1074,0,1,3282.46,2.75,321,51.451105,5.490000,20.00,172,2
1075,0,1,3285.30,2.71,321,51.451113,5.490039,20.00,172,3
1076,0,1,3288.62,2.97,322,51.451126,5.490077,20.00,173,3
1077,0,1,3291.94,2.97,322,51.451142,5.490114,20.00,173,2
1078,0,1,3294.10,2.95,322,51.451159,5.490150,20.00,173,3
1079,0,1,3297.30,2.85,323,51.451177,5.490185,20.00,173,3
1080,0,1,3300.53,2.82,323,51.451194,5.490220,20.00,173,2
1081,0,1,3303.40,2.75,323,51.451209,5.490254,19.00,173,3
1082,0,1,3306.58,2.77,324,51.451223,5.490289,19.00,173,2
1083,0,1,3309.79,2.80,324,51.451235,5.490324,19.00,173,3
1084,0,1,3312.45,2.67,324,51.451244,5.490362,19.00,173,3
1085,0,1,3315.65,2.82,324,51.451250,5.490401,19.00,174,3
1086,0,1,3318.85,2.82,325,51.451256,5.490441,19.00,174,2
1087,0,1,3321.20,2.96,325,51.451264,5.490481,19.00,174,3
1088,0,1,3324.76,3.18,325,51.451278,5.490517,19.00,174,2
1089,0,1,3328.43,3.28,326,51.451296,5.490550,19.00,174,3
1090,0,1,3330.18,3.00,326,51.451317,5.490578,19.00,174,3
1091,0,1,3333.42,2.80,326,51.451340,5.490600,19.00,174,3
1092,0,1,3336.67,2.81,327,51.451363,5.490616,19.00,174,2
1093,0,1,3339.54,2.76,327,51.451388,5.490628,19.00,174,3
1094,0,1,3342.77,2.88,327,51.451413,5.490636,19.00,173,2
1095,0,1,3345.93,2.73,327,51.451439,5.490641,19.00,174,3
1096,0,1,3348.22,2.92,328,51.451467,5.490644,19.00,173,2
1097,0,1,3351.68,3.14,328,51.451495,5.490646,18.00,174,3
1098,0,1,3356.51,3.15,328,51.451523,5.490647,18.00,174,3
1099,0,1,3359.96,3.10,329,51.451552,5.490648,18.00,173,2
1100,0,1,3363.57,3.25,329,51.451581,5.490649,18.00,173,3
1101,0,1,3364.05,3.17,329,51.451610,5.490649,18.00,174,3
1102,0,1,3367.40,3.00,330,51.451639,5.490650,18.00,174,2
1103,0,1,3370.78,2.91,330,51.451666,5.490652,18.00,173,3
1104,0,1,3373.22,2.90,330,51.451693,5.490654,18.00,173,2
1105,0,1,3376.32,2.58,330,51.451718,5.490657,18.00,173,1
1106,0,1,3381.65,2.75,331,51.451743,5.490660,18.00,173,4
1107,0,1,3387.12,2.69,331,51.451768,5.490663,18.00,174,3
1108,0,1,3390.16,2.59,331,51.451792,5.490667,18.00,173,2
1109,0,1,3392.62,2.50,332,51.451816,5.490670,18.00,173,3
1110,0,1,3395.03,2.69,332,51.451840,5.490673,18.00,173,3
1111,0,1,3397.65,2.77,332,51.451865,5.490676,18.00,173,2
1112,0,1,3400.36,2.77,333,51.451890,5.490679,18.00,173,3
1113,0,1,3403.76,2.99,333,51.451916,5.490680,18.00,173,3
1114,0,1,3407.26,3.09,333,51.451943,5.490681,18.00,173,2
1115,0,1,3407.26,3.05,333,51.451971,5.490681,18.00,173,3
1116,0,1,3407.26,3.10,334,51.452001,5.490681,18.00,173,2
1117,0,1,3411.01,3.16,334,51.452032,5.490679,18.00,173,3
1118,0,1,3412.60,3.27,334,51.452063,5.490678,18.00,172,3
1119,0,1,3421.51,3.45,335,51.452095,5.490677,18.00,173,3
1120,0,1,3426.40,3.49,335,51.452126,5.490678,18.00,173,5
1121,0,1,3430.20,3.55,335,51.452157,5.490680,18.00,173,5
1122,0,1,3433.98,3.53,336,51.452186,5.490684,18.00,173,3
1123,0,1,3437.59,3.20,336,51.452215,5.490692,18.00,173,2
1124,0,1,3441.07,3.01,336,51.452242,5.490700,18.00,173,3
1125,0,1,3444.62,2.96,336,51.452268,5.490709,18.00,173,3
1126,0,1,3444.62,2.98,337,51.452294,5.490717,18.00,173,2
1127,0,1,3444.62,2.81,337,51.452320,5.490722,18.00,173,3
1128,0,1,3444.62,0.00,337,51.452346,5.490724,18.00,172,2
1129,0,1,3449.56,2.57,338,51.452373,5.490720,18.00,172,3
1130,0,1,3449.56,0.00,338,51.452401,5.490709,18.00,172,3
1131,0,1,3449.56,0.00,338,51.452429,5.490694,18.00,172,2
1132,0,1,3449.56,0.00,338,51.452457,5.490674,18.00,172,3
1133,0,1,3449.56,0.00,338,51.452485,5.490651,18.00,172,3
1134,0,1,3449.56,0.00,338,51.452512,5.490626,18.00,172,2
1135,0,1,3449.56,0.00,338,51.452538,5.490602,18.00,172,3
1136,0,1,3449.56,0.00,338,51.452563,5.490577,18.00,172,3
1137,0,1,3449.56,0.00,338,51.452586,5.490555,18.00,172,3
1138,0,1,3464.13,1.42,339,51.452608,5.490537,18.00,172,2
1139,0,1,3465.69,1.53,339,51.452626,5.490522,18.00,172,3
1140,0,1,3467.68,1.95,340,51.452643,5.490514,18.00,172,3
1141,0,1,3470.71,2.97,340,51.452664,5.490510,18.00,172,2
1142,0,1,3474.51,3.21,340,51.452692,5.490511,18.00,171,3
1143,0,1,3478.58,3.53,341,51.452726,5.490514,18.00,172,2
1144,0,1,3478.58,3.88,341,51.452761,5.490515,18.00,172,3
1145,0,1,3478.58,3.66,341,51.452795,5.490510,18.00,172,3
1146,0,1,3482.68,3.59,342,51.452827,5.490500,19.00,172,2
1147,0,1,3486.29,3.23,342,51.452856,5.490484,19.00,172,3
1148,0,1,3489.68,3.01,342,51.452883,5.490464,19.00,172,2
1149,0,1,3493.04,2.95,343,51.452906,5.490440,19.00,172,3
1150,0,1,3495.63,2.85,343,51.452926,5.490413,19.00,172,3
1151,0,1,3498.83,2.79,343,51.452941,5.490384,19.00,172,2
1152,0,1,3501.83,2.60,344,51.452953,5.490353,19.00,172,3
1153,0,1,3515.59,2.66,344,51.452962,5.490321,19.00,173,3
1154,0,1,3523.87,2.38,344,51.452968,5.490286,19.00,173,2
1155,0,1,3526.91,2.43,345,51.452973,5.490250,19.00,173,3
1156,0,1,3529.14,2.73,345,51.452976,5.490213,19.00,173,5
1157,0,1,3531.61,2.64,345,51.452978,5.490174,19.00,173,5
1158,0,1,3534.08,2.63,345,51.452981,5.490134,19.00,173,3
1159,0,1,3536.54,2.72,346,51.452984,5.490094,19.00,173,2
1160,0,1,3539.13,2.85,346,51.452986,5.490053,19.00,173,3
1161,0,1,3541.91,2.88,346,51.452989,5.490012,19.00,173,2
1162,0,1,3545.24,2.92,347,51.452992,5.489972,19.00,173,3
1163,0,1,3548.55,2.90,347,51.452994,5.489934,19.00,174,3
1164,0,1,3548.55,2.50,347,51.452997,5.489897,19.00,174,2
1165,0,1,3548.55,2.52,348,51.453000,5.489861,19.00,174,3
1166,0,1,3551.57,2.59,348,51.453003,5.489825,19.00,174,3
1167,0,1,3552.86,2.36,348,51.453007,5.489789,19.00,174,2
1168,0,1,3555.61,2.32,348,51.453011,5.489753,19.00,174,3
1169,0,1,3558.51,2.56,349,51.453017,5.489715,19.00,175,3
1170,0,1,3560.50,2.47,349,51.453023,5.489676,19.00,175,2
1171,0,1,3563.26,2.48,349,51.453033,5.489640,19.00,175,3
1172,0,1,3566.26,2.72,350,51.453049,5.489612,19.00,175,3
1173,0,1,3568.12,2.75,350,51.453072,5.489594,19.00,175,2
1174,0,1,3571.23,2.85,350,51.453101,5.489586,19.00,175,3
1175,0,1,3574.87,3.34,351,51.453131,5.489584,19.00,175,2
1176,0,1,3575.92,3.16,351,51.453161,5.489585,19.00,176,3
1177,0,1,3583.89,2.92,351,51.453189,5.489588,19.00,176,2
1178,0,1,3588.09,2.89,351,51.453217,5.489594,19.00,176,3
1179,0,1,3591.15,3.06,352,51.453243,5.489601,19.00,176,3
1180,0,1,3594.31,2.88,352,51.453270,5.489609,19.00,176,2
1181,0,1,3597.33,2.84,352,51.453295,5.489619,19.00,176,3
1182,0,1,3600.30,2.83,353,51.453321,5.489629,20.00,176,3
1183,0,1,3603.25,2.82,353,51.453347,5.489639,20.00,176,2
1184,0,1,3606.16,2.71,353,51.453373,5.489648,19.00,176,3
1185,0,1,3608.97,2.81,354,51.453399,5.489657,19.00,176,3
1186,0,1,3611.91,2.89,354,51.453426,5.489665,19.00,176,2
1187,0,1,3614.99,3.07,354,51.453454,5.489672,19.00,176,3
1188,0,1,3618.20,3.17,354,51.453484,5.489677,19.00,176,3
1189,0,1,3621.47,2.94,355,51.453514,5.489679,19.00,176,2
1190,0,1,3624.67,3.24,355,51.453546,5.489680,19.00,176,3
1191,0,1,3628.20,3.28,355,51.453578,5.489680,19.00,176,3
1192,0,1,3631.89,3.10,356,51.453610,5.489679,19.00,176,2
1193,0,1,3635.44,3.20,356,51.453642,5.489677,19.00,176,3
1194,0,1,3638.96,3.07,356,51.453673,5.489675,19.00,176,3
1195,0,1,3642.36,3.02,357,51.453703,5.489674,19.00,176,2
