time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
405,0,1,1182.31,2.59,113,51.448178,5.498999,17.00,163,2
406,0,1,1185.46,2.65,113,51.448152,5.499010,17.00,163,3
407,0,1,1188.48,2.76,113,51.448126,5.499022,17.00,163,3
408,0,1,1191.41,2.68,114,51.448100,5.499035,17.00,163,2
409,0,1,1194.05,2.96,114,51.448074,5.499048,17.00,163,3
410,0,1,1197.36,3.02,114,51.448048,5.499063,17.00,163,3
411,0,1,1200.80,3.06,115,51.448021,5.499078,17.00,163,2
412,0,1,1203.11,3.04,115,51.447995,5.499093,17.00,163,3
413,0,1,1206.61,3.12,115,51.447968,5.499109,17.00,163,2
414,0,1,1210.01,3.02,116,51.447941,5.499126,17.00,163,3
415,0,1,1212.74,2.72,116,51.447914,5.499142,17.00,163,3
416,0,1,1216.04,2.92,116,51.447887,5.499158,16.00,163,2
417,0,1,1219.35,2.96,116,51.447860,5.499174,16.00,163,3
418,0,1,1222.21,2.53,117,51.447835,5.499189,16.00,163,2
419,0,1,1224.88,2.30,117,51.447810,5.499202,16.00,163,3
420,0,1,1227.69,2.44,117,51.447787,5.499214,16.00,164,3
421,0,1,1231.24,2.54,118,51.447764,5.499225,16.00,164,2
422,0,1,1234.24,2.66,118,51.447741,5.499237,16.00,164,3
423,0,1,1237.55,2.96,118,51.447716,5.499251,16.00,164,3
424,0,1,1239.73,3.02,119,51.447688,5.499266,16.00,164,2
425,0,1,1243.24,3.07,119,51.447660,5.499280,16.00,164,1
426,0,1,1246.76,3.05,119,51.447631,5.499291,16.00,164,1
427,0,1,1249.05,2.79,119,51.447605,5.499295,16.00,164,1
428,0,1,1252.05,2.63,120,51.447580,5.499295,16.00,164,2
429,0,1,1255.06,2.75,120,51.447555,5.499291,16.00,164,4
430,0,1,1258.42,2.90,120,51.447529,5.499287,16.00,164,4
431,0,1,1261.40,2.75,121,51.447501,5.499283,16.00,164,4
432,0,1,1264.53,2.87,121,51.447470,5.499283,16.00,164,4
433,0,1,1267.50,2.88,121,51.447438,5.499286,16.00,164,2
434,0,1,1270.75,2.96,122,51.447414,5.499288,16.00,164,2
435,0,1,1270.99,0.01,122,51.447404,5.499287,16.00,164,3
436,0,1,1272.19,0.95,122,51.447393,5.499289,16.00,164,3
437,0,1,1274.58,2.12,122,51.447375,5.499280,16.00,164,2
438,0,1,1276.42,2.82,123,51.447352,5.499260,16.00,164,3
439,0,1,1279.81,3.10,123,51.447328,5.499232,16.00,164,3
440,0,1,1283.19,3.09,123,51.447307,5.499200,16.00,164,2
441,0,1,1286.64,3.16,124,51.447288,5.499167,16.00,164,2
442,0,1,1286.64,3.21,124,51.447269,5.499132,16.00,164,3
443,0,1,1297.05,3.11,124,51.447250,5.499097,16.00,164,3
444,0,1,1302.14,3.02,125,51.447230,5.499061,16.00,164,3
445,0,1,1305.42,3.01,125,51.447210,5.499025,16.00,164,2
446,0,1,1308.62,3.03,125,51.447190,5.498988,16.00,164,3
447,0,1,1311.89,3.12,125,51.447172,5.498951,16.00,164,2
448,0,1,1315.25,3.22,126,51.447154,5.498913,16.00,164,4
449,0,1,1318.70,3.15,126,51.447136,5.498875,16.00,164,2
450,0,1,1322.07,3.14,126,51.447119,5.498836,16.00,164,2
451,0,1,1325.44,3.29,127,51.447102,5.498797,16.00,164,3
452,0,1,1328.90,3.23,127,51.447085,5.498757,16.00,164,2
453,0,1,1332.24,2.93,127,51.447069,5.498717,16.00,164,3
454,0,1,1335.37,3.08,128,51.447053,5.498678,16.00,164,3
455,0,1,1338.56,3.14,128,51.447037,5.498638,16.00,164,3
456,0,1,1341.83,3.10,128,51.447021,5.498598,16.00,165,2
457,0,1,1345.04,3.06,128,51.447005,5.498558,16.00,165,3
458,0,1,1348.22,3.11,129,51.446989,5.498518,16.00,165,3
459,0,1,1351.45,3.14,129,51.446973,5.498479,16.00,165,2
460,0,1,1354.71,3.23,129,51.446957,5.498439,16.00,165,2
461,0,1,1358.04,3.30,130,51.446942,5.498400,16.00,165,3
462,0,1,1361.45,3.32,130,51.446926,5.498360,16.00,166,3
463,0,1,1364.85,3.14,130,51.446910,5.498321,16.00,166,2
464,0,1,1368.45,3.22,131,51.446895,5.498281,16.00,166,3
465,0,1,1372.02,3.19,131,51.446880,5.498242,16.00,167,3
466,0,1,1372.02,3.19,131,51.446865,5.498202,16.00,167,2
467,0,1,1372.02,3.12,131,51.446850,5.498163,17.00,167,3
468,0,1,1375.42,3.02,132,51.446835,5.498123,17.00,168,3
469,0,1,1377.88,2.94,132,51.446821,5.498083,17.00,168,2
470,0,1,1381.26,2.91,132,51.446807,5.498043,17.00,168,3
471,0,1,1384.70,3.00,133,51.446793,5.498003,17.00,168,3
472,0,1,1387.24,3.08,133,51.446780,5.497963,17.00,168,2
473,0,1,1390.89,3.18,133,51.446767,5.497922,17.00,168,3
474,0,1,1394.37,3.01,134,51.446755,5.497881,17.00,168,2
475,0,1,1396.58,2.83,134,51.446743,5.497840,17.00,168,3
476,0,1,1399.92,2.87,134,51.446732,5.497799,17.00,168,3
477,0,1,1403.27,2.85,134,51.446721,5.497758,17.00,169,2
478,0,1,1405.96,3.14,135,51.446710,5.497716,17.00,169,3
479,0,1,1409.61,3.15,135,51.446701,5.497674,18.00,169,2
480,0,1,1413.04,2.99,135,51.446692,5.497632,18.00,168,3
481,0,1,1415.38,2.87,136,51.446683,5.497589,18.00,168,2
482,0,1,1418.67,2.82,136,51.446676,5.497546,18.00,168,3
483,0,1,1421.86,2.75,136,51.446669,5.497502,18.00,168,3
484,0,1,1424.83,3.09,137,51.446662,5.497458,18.00,168,2
485,0,1,1428.49,3.19,137,51.446656,5.497415,18.00,168,3
486,0,1,1431.75,2.79,137,51.446649,5.497371,18.00,168,3
487,0,1,1434.14,2.51,137,51.446641,5.497328,18.00,168,3
488,0,1,1437.10,2.47,138,51.446631,5.497286,18.00,168,2
489,0,1,1440.32,2.75,138,51.446620,5.497245,19.00,168,3
490,0,1,1443.34,3.36,138,51.446610,5.497202,19.00,168,3
491,0,1,1447.04,3.25,139,51.446601,5.497157,19.00,167,2
492,0,1,1450.55,3.04,139,51.446594,5.497112,19.00,167,3
493,0,1,1452.81,2.87,139,51.446587,5.497068,19.00,167,2
494,0,1,1455.92,2.65,140,51.446582,5.497027,19.00,167,3
495,0,1,1458.65,2.25,140,51.446576,5.496988,19.00,167,2
496,0,1,1462.32,2.57,140,51.446571,5.496949,19.00,167,4
497,0,1,1465.31,2.53,140,51.446564,5.496909,19.00,167,4
498,0,1,1468.39,2.65,141,51.446558,5.496868,19.00,167,4
499,0,1,1470.85,3.14,141,51.446551,5.496826,19.00,167,3
500,0,1,1474.64,3.34,141,51.446543,5.496783,19.00,167,3
501,0,1,1478.39,3.30,142,51.446536,5.496739,20.00,167,2
502,0,1,1479.95,2.60,142,51.446528,5.496695,20.00,167,3
503,0,1,1483.15,2.76,142,51.446520,5.496650,20.00,167,3
504,0,1,1486.55,2.96,143,51.446512,5.496605,20.00,167,2
505,0,1,1489.68,2.75,143,51.446504,5.496559,20.00,167,3
506,0,1,1492.76,2.62,143,51.446497,5.496514,19.00,167,3
507,0,1,1495.98,2.75,143,51.446489,5.496469,19.00,167,2
508,0,1,1499.02,2.90,144,51.446482,5.496424,19.00,168,2
509,0,1,1502.20,2.72,144,51.446475,5.496380,19.00,168,3
510,0,1,1505.33,2.67,144,51.446468,5.496336,19.00,168,3
511,0,1,1508.16,2.96,145,51.446461,5.496292,19.00,168,2
512,0,1,1511.63,3.06,145,51.446455,5.496248,19.00,168,3
513,0,1,1514.93,2.86,145,51.446449,5.496205,19.00,167,1
514,0,1,1517.50,2.85,146,51.446443,5.496162,19.00,167,4
515,0,1,1521.06,3.09,146,51.446437,5.496119,19.00,167,3
516,0,1,1524.52,3.02,146,51.446432,5.496076,19.00,167,3
517,0,1,1527.07,2.72,146,51.446426,5.496034,19.00,167,2
518,0,1,1530.01,2.48,147,51.446420,5.495991,19.00,166,3
519,0,1,1533.24,2.76,147,51.446414,5.495948,19.00,166,3
520,0,1,1536.58,3.00,147,51.446409,5.495905,19.00,166,2
521,0,1,1540.00,2.92,148,51.446403,5.495862,19.00,166,3
522,0,1,1543.19,2.73,148,51.446397,5.495819,19.00,166,3
523,0,1,1545.56,2.50,148,51.446390,5.495776,19.00,167,2
524,0,1,1548.79,2.76,149,51.446384,5.495732,19.00,167,3
525,0,1,1551.95,2.70,149,51.446377,5.495688,19.00,167,2
526,0,1,1554.70,2.36,149,51.446370,5.495644,19.00,167,3
527,0,1,1557.75,2.59,149,51.446363,5.495599,19.00,167,2
528,0,1,1561.11,2.89,150,51.446356,5.495554,19.00,167,4
529,0,1,1563.98,3.18,150,51.446348,5.495509,19.00,167,2
530,0,1,1567.63,3.18,150,51.446339,5.495463,19.00,167,2
531,0,1,1571.24,3.11,151,51.446331,5.495416,19.00,167,3
532,0,1,1573.91,3.19,151,51.446321,5.495369,19.00,168,2
533,0,1,1577.41,3.03,151,51.446312,5.495322,19.00,168,3
534,0,1,1580.74,2.89,152,51.446302,5.495273,19.00,168,3
535,0,1,1584.33,3.17,152,51.446291,5.495225,19.00,168,2
536,0,1,1588.29,3.51,152,51.446280,5.495175,19.00,168,2
537,0,1,1591.94,3.26,153,51.446269,5.495126,19.00,168,2
538,0,1,1594.68,3.14,153,51.446259,5.495077,19.00,168,5
539,0,1,1598.63,3.56,153,51.446249,5.495028,19.00,168,1
540,0,1,1602.35,3.27,154,51.446240,5.494980,19.00,168,2
541,0,1,1605.46,2.93,154,51.446232,5.494932,19.00,168,6
542,0,1,1608.55,2.57,154,51.446226,5.494886,19.00,168,6
543,0,1,1611.49,2.42,154,51.446221,5.494840,19.00,168,3
544,0,1,1615.81,2.83,155,51.446217,5.494795,19.00,168,2
545,0,1,1619.41,3.10,155,51.446213,5.494750,19.00,168,3
546,0,1,1622.97,3.09,155,51.446209,5.494706,19.00,168,2
547,0,1,1625.05,2.97,156,51.446205,5.494661,19.00,168,3
548,0,1,1628.53,3.04,156,51.446201,5.494616,19.00,168,3
549,0,1,1632.02,3.05,156,51.446196,5.494570,19.00,168,2
550,0,1,1634.84,3.00,157,51.446190,5.494525,19.00,168,3
551,0,1,1638.46,3.15,157,51.446185,5.494479,19.00,168,2
552,0,1,1641.77,2.87,157,51.446178,5.494434,19.00,169,3
553,0,1,1644.60,2.72,158,51.446172,5.494388,19.00,168,1
554,0,1,1647.71,2.85,158,51.446165,5.494343,19.00,168,4
555,0,1,1651.00,3.03,158,51.446158,5.494299,18.00,168,1
556,0,1,1654.01,3.00,159,51.446151,5.494254,18.00,168,2
557,0,1,1657.63,3.21,159,51.446144,5.494209,18.00,168,4
558,0,1,1661.14,3.07,159,51.446137,5.494164,18.00,168,2
559,0,1,1663.75,3.15,159,51.446130,5.494119,18.00,168,2
560,0,1,1667.21,3.02,160,51.446123,5.494073,18.00,168,3
561,0,1,1670.84,3.19,160,51.446116,5.494027,18.00,168,3
562,0,1,1673.71,3.08,160,51.446109,5.493982,18.00,167,2
563,0,1,1676.98,2.80,161,51.446103,5.493938,18.00,167,3
564,0,1,1680.36,2.91,161,51.446097,5.493896,18.00,166,3
565,0,1,1683.38,2.64,161,51.446091,5.493856,18.00,166,5
566,0,1,1686.24,2.34,162,51.446086,5.493820,18.00,165,5
567,0,1,1689.16,2.43,162,51.446082,5.493786,18.00,165,3
568,0,1,1692.07,2.23,162,51.446077,5.493753,18.00,165,1
569,0,1,1694.73,2.32,163,51.446071,5.493716,18.00,165,3
570,0,1,1697.71,2.64,163,51.446063,5.493672,18.00,165,3
571,0,1,1699.86,3.23,163,51.446054,5.493624,18.00,165,3
572,0,1,1703.90,3.68,164,51.446045,5.493574,18.00,165,2
573,0,1,1707.51,3.23,164,51.446036,5.493525,18.00,165,3
574,0,1,1708.76,3.20,164,51.446028,5.493476,18.00,166,3
575,0,1,1712.20,3.15,165,51.446021,5.493428,18.00,166,2
576,0,1,1715.61,3.00,165,51.446014,5.493381,18.00,166,3
577,0,1,1719.18,3.11,165,51.446008,5.493334,18.00,166,3
578,0,1,1722.79,3.23,165,51.446003,5.493288,18.00,167,2
579,0,1,1726.31,3.14,166,51.445998,5.493241,18.00,167,2
580,0,1,1729.38,2.95,166,51.445993,5.493195,18.00,167,4
581,0,1,1732.82,3.03,166,51.445989,5.493149,18.00,167,2
582,0,1,1736.42,3.19,167,51.445986,5.493103,18.00,168,3
583,0,1,1739.49,3.01,167,51.445983,5.493057,18.00,168,2
584,0,1,1742.47,2.58,167,51.445980,5.493011,18.00,168,3
585,0,1,1745.37,2.41,168,51.445978,5.492965,18.00,168,5
586,0,1,1749.26,2.51,168,51.445976,5.492918,18.00,169,5
587,0,1,1752.80,3.10,168,51.445974,5.492872,19.00,169,3
588,0,1,1756.34,3.10,169,51.445973,5.492825,19.00,169,2
589,0,1,1758.26,3.25,169,51.445972,5.492777,19.00,169,3
590,0,1,1762.03,3.32,169,51.445970,5.492729,19.00,169,3
591,0,1,1765.57,3.10,170,51.445968,5.492680,19.00,169,2
592,0,1,1768.61,3.19,170,51.445966,5.492630,19.00,169,3
593,0,1,1772.18,3.13,170,51.445964,5.492580,19.00,169,2
594,0,1,1775.83,3.24,170,51.445962,5.492530,19.00,169,3
595,0,1,1779.10,3.28,171,51.445960,5.492480,19.00,169,3
596,0,1,1782.94,3.36,171,51.445958,5.492431,19.00,169,3
597,0,1,1786.83,3.41,171,51.445956,5.492382,19.00,169,2
598,0,1,1789.61,3.25,172,51.445955,5.492335,19.00,169,2
599,0,1,1792.73,2.69,172,51.445954,5.492291,19.00,169,3
600,0,1,1795.82,2.66,172,51.445953,5.492248,19.00,169,3
601,0,1,1799.90,2.76,173,51.445951,5.492209,19.00,169,3
602,0,1,1802.71,2.35,173,51.445949,5.492171,19.00,168,2
603,0,1,1805.32,2.19,173,51.445947,5.492134,19.00,168,3
604,0,1,1808.47,2.71,174,51.445943,5.492096,19.00,168,2
605,0,1,1811.61,2.65,174,51.445940,5.492056,19.00,168,3
606,0,1,1814.71,2.67,174,51.445935,5.492015,19.00,167,3
607,0,1,1816.27,2.98,175,51.445931,5.491974,19.00,167,2
608,0,1,1819.59,2.88,175,51.445926,5.491932,19.00,167,3
609,0,1,1822.88,2.85,175,51.445921,5.491889,20.00,167,2
610,0,1,1824.94,2.70,176,51.445916,5.491847,20.00,167,3
611,0,1,1828.04,2.67,176,51.445911,5.491804,20.00,167,2
612,0,1,1831.35,2.90,176,51.445906,5.491760,20.00,167,3
613,0,1,1833.89,3.23,176,51.445900,5.491717,20.00,166,3
614,0,1,1837.63,3.29,177,51.445895,5.491673,20.00,166,2
615,0,1,1840.97,2.84,177,51.445890,5.491628,20.00,166,3
616,0,1,1843.21,2.63,177,51.445885,5.491583,20.00,166,3
617,0,1,1846.29,2.65,178,51.445880,5.491537,20.00,166,2
618,0,1,1849.66,2.93,178,51.445876,5.491491,20.00,166,3
619,0,1,1852.47,2.92,178,51.445871,5.491445,20.00,166,3
620,0,1,1856.13,3.25,179,51.445867,5.491398,21.00,166,2
621,0,1,1859.84,3.29,179,51.445863,5.491351,21.00,166,3
622,0,1,1861.54,3.17,179,51.445859,5.491305,21.00,166,3
623,0,1,1865.24,3.25,180,51.445855,5.491259,21.00,166,2
624,0,1,1869.02,3.33,180,51.445852,5.491213,21.00,166,3
625,0,1,1871.56,3.02,180,51.445848,5.491167,21.00,166,2
626,0,1,1874.90,2.93,181,51.445845,5.491121,21.00,166,3
627,0,1,1878.40,3.09,181,51.445842,5.491076,21.00,166,2
628,0,1,1881.66,3.03,181,51.445839,5.491031,22.00,167,3
629,0,1,1885.21,3.14,181,51.445836,5.490986,22.00,167,3
630,0,1,1888.74,3.12,182,51.445833,5.490942,22.00,167,2
631,0,1,1891.07,2.96,182,51.445831,5.490897,22.00,167,3
632,0,1,1894.49,3.01,182,51.445828,5.490853,22.00,167,2
633,0,1,1897.87,2.97,183,51.445825,5.490808,22.00,168,3
634,0,1,1900.31,2.81,183,51.445821,5.490764,22.00,168,5
635,0,1,1903.61,2.89,183,51.445818,5.490720,22.00,168,5
636,0,1,1906.65,2.64,184,51.445815,5.490676,22.00,168,3
637,0,1,1909.40,2.93,184,51.445811,5.490633,22.00,169,2
638,0,1,1912.82,3.01,184,51.445807,5.490589,22.00,169,3
639,0,1,1916.26,3.03,185,51.445804,5.490545,23.00,169,3
640,0,1,1918.40,3.04,185,51.445800,5.490502,23.00,169,5
641,0,1,1921.84,3.06,185,51.445797,5.490458,23.00,169,5
642,0,1,1925.38,3.16,186,51.445794,5.490414,23.00,169,3
643,0,1,1927.72,2.86,186,51.445791,5.490371,23.00,169,2
644,0,1,1930.95,2.85,186,51.445789,5.490327,23.00,169,3
645,0,1,1934.27,2.94,187,51.445787,5.490284,23.00,169,3
646,0,1,1936.94,2.88,187,51.445785,5.490242,23.00,169,2
647,0,1,1940.14,2.76,187,51.445784,5.490199,23.00,169,3
648,0,1,1943.36,2.81,187,51.445782,5.490158,23.00,169,2
649,0,1,1945.83,2.66,188,51.445781,5.490117,23.00,169,3
650,0,1,1948.94,2.74,188,51.445781,5.490076,24.00,168,3
651,0,1,1952.19,2.87,188,51.445780,5.490034,24.00,168,2
652,0,1,1954.56,2.76,189,51.445778,5.489992,24.00,168,3
653,0,1,1957.67,2.74,189,51.445776,5.489948,24.00,168,3
654,0,1,1961.16,3.11,189,51.445774,5.489901,23.00,168,2
655,0,1,1963.63,3.17,190,51.445770,5.489852,23.00,168,3
656,0,1,1966.87,2.86,190,51.445766,5.489800,23.00,168,2
657,0,1,1970.43,3.18,190,51.445762,5.489747,23.00,168,3
658,0,1,1973.68,3.69,191,51.445757,5.489693,23.00,168,3
659,0,1,1977.34,3.27,191,51.445752,5.489639,23.00,167,3
660,0,1,1981.05,3.32,191,51.445748,5.489586,23.00,167,2
661,0,1,1984.67,3.37,192,51.445744,5.489534,22.00,168,3
662,0,1,1988.25,3.20,192,51.445740,5.489483,22.00,168,2
663,0,1,1992.00,3.33,192,51.445737,5.489434,22.00,168,3
664,0,1,1995.44,3.27,192,51.445733,5.489385,22.00,168,3
665,0,1,1998.99,3.17,193,51.445730,5.489338,22.00,169,2
666,0,1,2002.30,2.93,193,51.445727,5.489290,22.00,169,3
667,0,1,2005.91,3.12,193,51.445724,5.489244,22.00,169,3
668,0,1,2009.52,3.17,194,51.445720,5.489197,22.00,170,2
669,0,1,2013.11,3.21,194,51.445716,5.489151,21.00,170,3
670,0,1,2015.83,2.99,194,51.445712,5.489105,21.00,170,3
671,0,1,2019.23,3.02,195,51.445708,5.489058,21.00,171,2
672,0,1,2022.86,3.22,195,51.445704,5.489010,21.00,171,3
673,0,1,2025.60,3.23,195,51.445699,5.488962,21.00,172,3
674,0,1,2029.26,3.27,196,51.445694,5.488913,21.00,172,2
675,0,1,2033.12,3.47,196,51.445688,5.488862,21.00,172,3
676,0,1,2035.75,3.68,196,51.445682,5.488811,21.00,173,3
677,0,1,2039.67,3.47,197,51.445676,5.488760,20.00,173,2
678,0,1,2043.39,3.30,197,51.445669,5.488708,20.00,173,3
679,0,1,2046.79,3.25,197,51.445663,5.488657,20.00,173,3
680,0,1,2050.04,2.84,198,51.445656,5.488607,20.00,173,2
681,0,1,2053.66,3.18,198,51.445648,5.488556,20.00,174,3
682,0,1,2057.49,3.17,198,51.445642,5.488507,20.00,174,3
683,0,1,2061.40,3.49,198,51.445635,5.488458,20.00,174,2
684,0,1,2065.07,3.25,199,51.445629,5.488410,20.00,174,3
685,0,1,2067.51,3.17,199,51.445624,5.488363,20.00,174,3
686,0,1,2071.05,3.13,199,51.445619,5.488316,19.00,174,2
687,0,1,2074.59,3.16,200,51.445616,5.488271,19.00,174,3
688,0,1,2077.94,3.29,200,51.445613,5.488227,19.00,174,2
689,0,1,2081.35,3.03,200,51.445611,5.488183,19.00,174,3
690,0,1,2084.27,2.55,201,51.445609,5.488140,19.00,174,3
691,0,1,2087.83,2.23,201,51.445607,5.488097,19.00,174,2
692,0,1,2090.80,2.60,201,51.445606,5.488055,19.00,174,3
693,0,1,2093.80,2.63,202,51.445605,5.488014,19.00,174,2
694,0,1,2096.35,2.95,202,51.445604,5.487973,19.00,174,3
695,0,1,2099.64,2.91,202,51.445602,5.487932,19.00,174,3
696,0,1,2102.74,2.73,203,51.445601,5.487891,19.00,174,2
697,0,1,2104.77,2.75,203,51.445600,5.487850,19.00,174,4
698,0,1,2108.04,2.89,203,51.445599,5.487808,19.00,174,2
699,0,1,2111.30,2.88,203,51.445598,5.487766,19.00,174,2
700,0,1,2113.31,3.04,204,51.445597,5.487723,19.00,174,3
701,0,1,2116.64,2.95,204,51.445596,5.487681,19.00,173,3
702,0,1,2119.78,2.76,204,51.445595,5.487638,19.00,173,2
703,0,1,2122.13,2.73,205,51.445594,5.487595,19.00,173,3
704,0,1,2125.50,2.99,205,51.445593,5.487552,19.00,173,3
705,0,1,2128.67,2.79,205,51.445591,5.487509,19.00,173,2
706,0,1,2130.87,2.83,206,51.445589,5.487467,19.00,173,3
707,0,1,2134.14,2.92,206,51.445588,5.487424,19.00,173,3
708,0,1,2137.44,2.95,206,51.445586,5.487381,19.00,173,2
709,0,1,2139.99,2.97,207,51.445583,5.487338,19.00,173,3
710,0,1,2143.15,2.78,207,51.445581,5.487295,19.00,173,3
711,0,1,2146.16,2.67,207,51.445579,5.487251,19.00,172,2
712,0,1,2149.35,2.90,208,51.445577,5.487206,19.00,172,3
713,0,1,2152.89,3.16,208,51.445574,5.487161,19.00,172,3
714,0,1,2156.41,3.17,208,51.445571,5.487116,19.00,172,2
715,0,1,2158.37,2.99,209,51.445568,5.487070,19.00,172,3
716,0,1,2161.90,3.15,209,51.445565,5.487024,19.00,172,3
717,0,1,2165.16,2.88,209,51.445562,5.486978,19.00,172,2
718,0,1,2168.02,2.93,209,51.445558,5.486931,19.00,172,3
719,0,1,2171.53,3.16,210,51.445554,5.486885,19.00,172,2
720,0,1,2174.77,2.92,210,51.445550,5.486838,19.00,172,3
721,0,1,2177.67,3.16,210,51.445546,5.486792,19.00,171,3
722,0,1,2181.26,3.26,211,51.445541,5.486745,19.00,171,2
723,0,1,2184.74,3.16,211,51.445535,5.486699,19.00,171,3
724,0,1,2187.42,3.14,211,51.445530,5.486653,19.00,171,3
725,0,1,2191.01,3.24,212,51.445524,5.486607,19.00,171,2
726,0,1,2194.51,3.18,212,51.445518,5.486561,19.00,171,3
727,0,1,2197.36,3.06,212,51.445512,5.486516,19.00,171,2
728,0,1,2200.75,3.01,213,51.445507,5.486472,19.00,171,3
729,0,1,2204.00,2.87,213,51.445502,5.486427,19.00,170,3
730,0,1,2207.11,2.84,213,51.445498,5.486384,19.00,171,2
731,0,1,2210.36,2.87,214,51.445494,5.486341,19.00,170,3
732,0,1,2213.53,2.79,214,51.445492,5.486298,19.00,170,3
733,0,1,2216.25,2.75,214,51.445489,5.486256,19.00,170,2
734,0,1,2219.56,2.93,214,51.445487,5.486214,19.00,170,3
735,0,1,2222.92,2.98,215,51.445485,5.486171,19.00,170,3
736,0,1,2225.12,2.95,215,51.445483,5.486127,19.00,170,2
737,0,1,2228.25,2.75,215,51.445480,5.486082,19.00,170,3
738,0,1,2231.63,3.00,216,51.445477,5.486037,19.00,170,2
739,0,1,2234.45,3.03,216,51.445473,5.485990,20.00,170,3
740,0,1,2237.85,3.02,216,51.445469,5.485944,20.00,170,3
741,0,1,2241.50,3.21,217,51.445464,5.485896,20.00,170,2
742,0,1,2243.86,3.20,217,51.445459,5.485848,20.00,170,3
743,0,1,2247.49,3.24,217,51.445455,5.485800,20.00,170,3
744,0,1,2251.36,3.48,218,51.445450,5.485752,20.00,170,2
745,0,1,2253.73,3.31,218,51.445445,5.485703,20.00,170,3
746,0,1,2257.35,3.24,218,51.445440,5.485655,20.00,170,2
747,0,1,2260.94,3.21,219,51.445435,5.485606,20.00,170,3
748,0,1,2264.10,3.14,219,51.445431,5.485558,20.00,170,3
749,0,1,2267.63,3.15,219,51.445427,5.485511,20.00,171,2
750,0,1,2271.25,3.24,220,51.445423,5.485463,20.00,170,3
751,0,1,2274.19,3.04,220,51.445419,5.485417,20.00,171,3
752,0,1,2277.64,3.07,220,51.445416,5.485370,19.00,170,2
753,0,1,2281.27,3.25,220,51.445413,5.485324,19.00,170,3
754,0,1,2284.17,3.25,221,51.445410,5.485278,19.00,171,5
755,0,1,2287.50,2.95,221,51.445408,5.485232,19.00,171,5
756,0,1,2290.68,2.77,221,51.445406,5.485187,19.00,170,3
757,0,1,2293.91,3.09,222,51.445404,5.485141,19.00,170,3
758,0,1,2297.28,2.99,222,51.445402,5.485095,19.00,171,2
759,0,1,2300.47,2.81,222,51.445400,5.485050,19.00,170,3
760,0,1,2303.10,3.14,223,51.445399,5.485004,19.00,170,2
761,0,1,2306.66,3.18,223,51.445398,5.484958,19.00,171,3
762,0,1,2310.08,3.04,223,51.445396,5.484911,19.00,170,3
763,0,1,2312.49,3.26,224,51.445395,5.484865,19.00,171,2
764,0,1,2316.25,3.37,224,51.445394,5.484818,19.00,171,3
765,0,1,2319.65,3.11,224,51.445393,5.484771,19.00,170,3
766,0,1,2322.31,2.96,225,51.445393,5.484725,19.00,170,2
767,0,1,2325.78,3.12,225,51.445392,5.484679,19.00,171,3
768,0,1,2329.29,3.16,225,51.445392,5.484632,19.00,170,3
769,0,1,2332.20,3.03,225,51.445392,5.484587,19.00,171,2
770,0,1,2335.63,3.02,226,51.445392,5.484541,19.00,170,3
771,0,1,2338.90,2.92,226,51.445392,5.484496,19.00,170,2
772,0,1,2341.86,2.83,226,51.445392,5.484452,19.00,170,3
773,0,1,2345.15,2.91,227,51.445393,5.484408,19.00,170,3
774,0,1,2348.24,2.72,227,51.445394,5.484365,19.00,170,2
775,0,1,2350.92,2.46,227,51.445395,5.484323,19.00,170,3
776,0,1,2354.15,2.79,228,51.445397,5.484281,19.00,170,3
777,0,1,2357.46,2.87,228,51.445398,5.484240,19.00,170,2
778,0,1,2359.47,2.84,228,51.445400,5.484199,19.00,170,3
779,0,1,2362.79,2.85,229,51.445401,5.484157,19.00,170,2
780,0,1,2366.15,2.92,229,51.445402,5.484115,19.00,169,3
781,0,1,2368.42,2.88,229,51.445403,5.484073,19.00,169,3
782,0,1,2371.61,2.73,230,51.445404,5.484029,19.00,169,3
783,0,1,2374.47,2.46,230,51.445406,5.483985,19.00,169,2
784,0,1,2377.58,2.59,230,51.445408,5.483940,19.00,169,6
785,0,1,2380.97,2.89,230,51.445410,5.483894,19.00,169,6
786,0,1,2384.19,2.73,231,51.445414,5.483848,19.00,169,2
787,0,1,2386.36,2.76,231,51.445419,5.483802,19.00,169,3
788,0,1,2389.62,2.76,231,51.445426,5.483758,19.00,169,3
789,0,1,2392.92,2.80,232,51.445438,5.483720,19.00,169,2
790,0,1,2395.34,2.85,232,51.445454,5.483691,19.00,169,3
791,0,1,2398.61,2.75,232,51.445477,5.483673,19.00,169,3
792,0,1,2401.37,2.39,233,51.445503,5.483666,19.00,169,2
793,0,1,2403.70,2.75,233,51.445530,5.483667,19.00,169,3
794,0,1,2410.48,3.11,233,51.445556,5.483674,19.00,169,3
795,0,1,2414.44,2.81,234,51.445580,5.483685,19.00,170,2
796,0,1,2417.40,2.74,234,51.445604,5.483697,19.00,170,3
797,0,1,2420.29,2.68,234,51.445627,5.483707,19.00,170,2
798,0,1,2423.17,2.54,235,51.445650,5.483716,19.00,170,3
799,0,1,2425.85,2.70,235,51.445675,5.483724,19.00,170,3
800,0,1,2428.65,2.90,235,51.445700,5.483731,19.00,170,3
801,0,1,2431.66,2.65,236,51.445727,5.483738,19.00,170,2
802,0,1,2434.52,2.70,236,51.445754,5.483743,19.00,170,3
